,136375BQ4 Corp,278058DB5 Corp,29736RAC4 Corp,20030NAV3 Corp,209111ES8 Corp,773903AE9 Corp,EG6454136 Corp,78409VAB0 Corp,665501AG7 Corp,26882PBE1 Corp,927804FB5 Corp,875127AW2 Corp,45138LAT0 Corp,195869AL6 Corp,010284AN7 Corp,373334GC9 Corp,291641BA5 Corp,90131HBK0 Corp,958587BG1 Corp,15405EAH1 Corp,826418BE4 Corp,20765QAK1 Corp,455434BL3 Corp,035229DC4 Corp,26442CAA2 Corp,59562VAP2 Corp,36962G3A0 Corp,172967EC1 Corp,59022CAJ2 Corp,74432QBD6 Corp
2024-03-04 00:00:00,79.997,104.617,107.217,113.734,107.243,108.708,79.997,109.619,98.036,79.997,79.997,79.997,79.997,102.68,103.854,100.036,102.027,102.578,79.997,79.997,79.997,79.997,79.997,109.951,105.068,103.926,105.648,79.997,105.594,79.997
2024-03-05 00:00:00,79.942,105.21,107.63,114.803,107.524,109.419,79.942,110.171,98.785,79.942,79.942,79.942,79.942,103.3,104.516,100.417,102.66,103.166,79.942,79.942,79.942,79.942,79.942,110.559,105.468,104.441,106.391,79.942,104.983,79.942
2024-03-06 00:00:00,80.841,105.692,108.088,115.07,107.78,109.864,80.841,110.668,98.019,80.841,80.841,80.841,80.841,103.645,104.956,100.841,102.962,103.543,80.841,80.841,80.841,80.841,80.841,111.316,105.964,104.707,106.408,80.841,106.254,80.841
2024-03-07 00:00:00,81.277,105.939,108.295,115.573,108.132,109.89,81.277,110.735,99.243,81.277,81.277,81.277,81.277,103.751,105.224,100.904,103.152,103.67,81.277,81.277,81.277,81.277,81.277,111.424,106.032,105.065,107.085,81.277,105.653,81.277
2024-03-08 00:00:00,79.356,105.85,108.699,115.816,108.38,110.095,79.356,111.07,99.121,79.356,79.356,79.356,79.356,104.143,105.326,101.33,103.228,103.861,79.356,79.356,79.356,79.356,79.356,111.542,106.276,105.485,107.186,79.356,106.164,79.356
2024-03-11 00:00:00,79.914,105.751,108.506,115.608,108.29,109.913,79.914,111.649,99.185,79.914,79.914,79.914,79.914,104.032,105.089,101.159,103.19,103.762,79.914,79.914,79.914,79.914,79.914,111.359,106.109,105.039,107.114,79.914,106.508,79.914
2024-03-12 00:00:00,81.769,105.416,108.159,114.879,107.899,109.361,81.769,110.75,99.043,81.769,81.769,81.769,81.769,103.566,104.651,100.664,102.736,103.435,81.769,81.769,81.769,81.769,81.769,111.625,105.746,104.79,106.582,81.769,105.737,81.769
2024-03-13 00:00:00,82.24,105.381,108.003,114.801,107.776,109.089,82.24,110.477,98.394,82.24,82.24,82.24,82.24,103.327,104.638,100.417,102.49,103.288,82.24,82.24,82.24,82.24,82.24,111.634,105.882,104.57,106.383,82.24,105.669,82.24
2024-03-14 00:00:00,82.13,104.298,106.626,113.846,106.69,108.068,82.13,110.141,97.582,82.13,82.13,82.13,82.13,102.409,103.744,99.502,101.644,102.402,82.13,82.13,82.13,82.13,82.13,110.602,104.856,103.445,105.098,82.13,103.145,82.13
2024-03-15 00:00:00,82.138,104.608,106.555,113.786,106.836,107.987,82.138,110.199,97.445,82.138,82.138,82.138,82.138,101.918,103.532,99.434,101.46,102.437,82.138,82.138,82.138,82.138,82.138,110.42,104.771,103.692,105.323,82.138,104.774,82.138
2024-03-18 00:00:00,81.957,104.276,106.672,113.767,106.85,107.784,81.957,109.995,97.202,81.957,81.957,81.957,81.957,101.831,103.47,99.257,101.375,102.357,81.957,81.957,81.957,81.957,81.957,110.142,104.706,103.73,105.267,81.957,104.504,81.957
2024-03-19 00:00:00,82.795,104.18,106.951,114.149,107.372,107.911,82.795,110.314,97.473,82.795,82.795,82.795,82.795,102.117,103.685,99.778,101.619,102.63,82.795,82.795,82.795,82.795,82.795,110.677,105.067,104.497,105.889,82.795,105.17,82.795
2024-03-20 00:00:00,82.621,104.347,107.291,114.275,107.296,107.75,82.621,110.121,98.238,82.621,82.621,82.621,82.621,102.343,103.754,99.906,101.852,102.675,82.621,82.621,82.621,82.621,82.621,110.715,104.864,104.004,105.502,82.621,105.493,82.621
2024-03-21 00:00:00,83.045,104.056,107.366,114.351,107.503,107.789,83.045,110.189,98.78,83.045,83.045,83.045,83.045,102.469,103.826,99.936,101.973,102.897,83.045,83.045,83.045,83.045,83.045,110.748,105.042,104.265,105.753,83.045,106.835,83.045
2024-03-22 00:00:00,82.915,104.836,107.907,115.016,108.035,108.316,82.915,111.62,101.766,82.915,82.915,82.915,82.915,103.058,104.377,100.394,102.56,103.314,82.915,82.915,82.915,82.915,82.915,111.592,105.661,105.151,106.198,82.915,104.821,82.915
2024-03-25 00:00:00,83.41,104.345,107.432,114.516,107.452,107.591,83.41,111.127,101.098,83.41,83.41,83.41,83.41,102.38,104.007,99.949,102.164,102.933,83.41,83.41,83.41,83.41,83.41,111.138,104.939,103.966,105.949,83.41,106.795,83.41
2024-03-26 00:00:00,83.437,104.71,107.161,114.479,107.601,108.1,83.437,111.036,99.194,83.437,83.437,83.437,83.437,102.133,104.11,100.082,102.244,102.902,83.437,83.437,83.437,83.437,83.437,110.422,104.722,103.749,107.033,83.437,106.92,83.437
2024-03-27 00:00:00,83.783,104.976,107.655,114.831,107.958,108.583,83.783,111.962,99.826,83.783,83.783,83.783,83.783,102.259,104.654,100.517,102.744,103.375,83.783,83.783,83.783,83.783,83.783,110.414,105.188,104.416,106.452,83.783,106.38,83.783
2024-03-28 00:00:00,83.656,104.975,107.623,115.032,107.926,108.537,83.656,112,99.487,83.656,83.656,83.656,83.656,102.627,104.728,100.476,102.733,103.425,83.656,83.656,83.656,83.656,83.656,110.724,105.217,104.497,106.703,83.656,106.589,83.656
2024-04-01 00:00:00,83.71,103.933,106.951,114.081,106.797,107.531,83.71,110.816,98.259,83.71,83.71,83.71,83.71,101.781,103.569,99.558,101.647,102.26,83.71,83.71,83.71,83.71,83.71,109.637,104.499,104.188,105.2,83.71,105.066,83.71
2024-04-02 00:00:00,83.815,103.701,106.591,113.56,106.7,107.164,83.815,110.438,98.192,83.815,83.815,83.815,83.815,101.666,103.241,99.231,101.415,102.055,83.815,83.815,83.815,83.815,83.815,108.908,104.148,103.507,105.538,83.815,104.347,83.815
2024-04-03 00:00:00,84.323,103.843,106.669,113.895,106.766,107.231,84.323,110.491,97.782,84.323,84.323,84.323,84.323,101.715,103.307,99.303,101.52,102.254,84.323,84.323,84.323,84.323,84.323,108.68,104.147,104.266,104.849,84.323,105.424,84.323
2024-04-04 00:00:00,84.957,103.797,106.675,113.915,107.212,107.457,84.957,110.579,97.437,84.957,84.957,84.957,84.957,101.829,103.573,99.506,101.809,102.37,84.957,84.957,84.957,84.957,84.957,109.547,104.344,103.508,105.018,84.957,105.807,84.957
2024-04-05 00:00:00,84.593,103.411,105.921,113.136,106.556,106.672,84.593,109.889,97.996,84.593,84.593,84.593,84.593,101.068,102.925,98.755,101.122,101.659,84.593,84.593,84.593,84.593,84.593,108.418,103.518,103.139,105.075,84.593,104.52,84.593
2024-04-08 00:00:00,84.763,103.193,106.059,113.133,107.656,106.547,84.763,109.985,97.627,84.763,84.763,84.763,84.763,101.07,102.851,98.64,101.061,101.781,84.763,84.763,84.763,84.763,84.763,108.317,103.659,103.399,105.039,84.763,104.438,84.763
2024-04-09 00:00:00,84.459,103.842,106.558,113.642,107.905,107.101,84.459,110.503,98.354,84.459,84.459,84.459,84.459,101.708,103.288,99.098,101.656,102.324,84.459,84.459,84.459,84.459,84.459,108.753,104.267,104.014,105.593,84.459,104.994,84.459
2024-04-10 00:00:00,84.282,102.233,105.151,111.718,104.724,105.462,84.282,108.537,96.899,84.282,84.282,84.282,84.282,100.139,101.895,97.597,100.039,100.614,84.282,84.282,84.282,84.282,84.282,107.059,102.643,102.384,103.939,84.282,101.48,84.282
2024-04-11 00:00:00,84.051,101.897,104.39,111.287,104.123,105.017,84.051,108.153,96.787,84.051,84.051,84.051,84.051,99.948,101.603,97.229,99.889,100.436,84.051,84.051,84.051,84.051,84.051,106.779,102.182,101.458,103.907,84.051,102.958,84.051
2024-04-12 00:00:00,82.822,102.504,104.81,111.807,104.83,105.724,82.822,108.787,96.871,82.822,82.822,82.822,82.822,100.557,101.936,97.724,100.259,100.677,82.822,82.822,82.822,82.822,82.822,107.224,102.789,101.649,104.4,82.822,102.03,82.822
2024-04-15 00:00:00,81.894,101.571,103.829,110.756,105.035,104.985,81.894,107.767,96.374,81.894,81.894,81.894,81.894,99.158,101.013,96.743,99.261,99.606,81.894,81.894,81.894,81.894,81.894,106.937,101.576,100.999,103.549,81.894,102.528,81.894
2024-04-16 00:00:00,81.209,100.944,103.339,109.537,104.435,104.244,81.209,106.908,95.999,81.209,81.209,81.209,81.209,98.753,100.598,96.077,98.885,99.146,81.209,81.209,81.209,81.209,81.209,106.104,100.95,100.437,102.962,81.209,101.484,81.209
2024-04-17 00:00:00,82.016,101.399,104.156,110.992,105.101,104.496,82.016,107.958,96.978,82.016,82.016,82.016,82.016,99.442,101.192,96.674,99.537,99.883,82.016,82.016,82.016,82.016,82.016,106.622,101.789,101.227,103.644,82.016,101.817,82.016
2024-04-18 00:00:00,80.13,101.06,103.834,110.786,104.599,104.15,80.13,107.609,96.055,80.13,80.13,80.13,80.13,98.429,100.885,96.429,99.178,99.47,80.13,80.13,80.13,80.13,80.13,106.432,101.48,100.502,103.369,80.13,102.567,80.13
2024-04-19 00:00:00,79.641,101.334,104.006,110.857,104.653,104.205,79.641,107.647,96.236,79.641,79.641,79.641,79.641,99.165,100.98,96.253,99.357,99.578,79.641,79.641,79.641,79.641,79.641,106.81,101.593,100.231,103.29,79.641,103.014,79.641
2024-04-22 00:00:00,81.051,101.409,104.734,111.258,104.791,104.418,81.051,107.582,96.142,81.051,81.051,81.051,81.051,98.715,101.085,96.319,99.4,99.641,81.051,81.051,81.051,81.051,81.051,106.541,101.851,100.694,103.231,81.051,102.047,81.051
2024-04-23 00:00:00,80.944,101.675,104.357,110.853,104.644,104.534,80.944,108.116,96.461,80.944,80.944,80.944,80.944,99.656,101.167,96.307,99.515,99.915,80.944,80.944,80.944,80.944,80.944,106.428,101.847,101.098,103.247,80.944,102.483,80.944
2024-04-24 00:00:00,81.449,101.225,104.264,110.519,104.262,104.078,81.449,108.378,96.085,81.449,81.449,81.449,81.449,98.981,100.693,95.955,99.105,99.44,81.449,81.449,81.449,81.449,81.449,106.625,101.514,100.806,103.055,81.449,102.094,81.449
2024-04-25 00:00:00,81.131,101.327,103.543,109.859,103.744,103.591,81.131,107.235,95.722,81.131,81.131,81.131,81.131,98.883,100.209,95.645,98.696,98.966,81.131,81.131,81.131,81.131,81.131,106.205,101.345,99.706,102.6,81.131,101.891,81.131
2024-04-26 00:00:00,81.927,101.064,103.937,110.227,104.719,103.946,81.927,107.592,95.871,81.927,81.927,81.927,81.927,98.829,100.638,95.961,99.011,99.384,81.927,81.927,81.927,81.927,81.927,105.837,101.776,100.414,103.388,81.927,102.205,81.927
2024-04-29 00:00:00,82.022,101.711,104.414,110.848,104.439,104.457,82.022,108.444,95.829,82.022,82.022,82.022,82.022,99.83,101.137,96.507,99.496,99.803,82.022,82.022,82.022,82.022,82.022,106.602,102.094,100.892,104.087,82.022,101.281,82.022
2024-04-30 00:00:00,80.748,100.802,103.874,110.229,103.925,103.884,80.748,107.888,95.444,80.748,80.748,80.748,80.748,98.614,100.67,96.299,98.931,99.15,80.748,80.748,80.748,80.748,80.748,106.115,101.234,100.392,103.497,80.748,101.737,80.748
2024-05-01 00:00:00,80.857,101.551,104.226,110.751,104.662,104.516,80.857,108.323,95.871,80.857,80.857,80.857,80.857,99.662,101.16,96.69,99.425,99.616,80.857,80.857,80.857,80.857,80.857,106.602,102.099,100.14,103.922,80.857,102.264,80.857
2024-05-02 00:00:00,81.914,101.985,104.85,111.2,105.131,105.174,81.914,108.78,96.292,81.914,81.914,81.914,81.914,99.894,101.702,97.143,99.921,100.128,81.914,81.914,81.914,81.914,81.914,107.02,102.536,101.102,103.916,81.914,101.872,81.914
2024-05-03 00:00:00,82.62,102.643,105.18,112.15,105.879,105.719,82.62,109.587,96.995,82.62,82.62,82.62,82.62,101.102,102.343,97.77,100.6,100.852,82.62,82.62,82.62,82.62,82.62,107.921,103.293,102.251,104.44,82.62,103.296,82.62
2024-05-06 00:00:00,83.202,102.904,105.456,112.256,106.071,105.843,83.202,109.935,97.568,83.202,83.202,83.202,83.202,101.393,102.585,98.179,100.795,101.069,83.202,83.202,83.202,83.202,83.202,108.16,103.624,102.765,105.043,83.202,103.693,83.202
2024-05-07 00:00:00,83.664,103.029,105.61,112.51,106.214,106.046,83.664,110.185,97.963,83.664,83.664,83.664,83.664,101.608,102.711,99.48,101.004,101.187,83.664,83.664,83.664,83.664,83.664,108.226,103.919,102.814,105.369,83.664,102.178,83.664
2024-05-08 00:00:00,83.158,102.713,105.22,112.097,106.087,106.181,83.158,109.778,97.333,83.158,83.158,83.158,83.158,101.188,102.433,99.114,100.638,100.8,83.158,83.158,83.158,83.158,83.158,107.982,103.537,102.235,104.584,83.158,104.442,83.158
2024-05-09 00:00:00,82.887,103.076,105.547,112.426,106.334,106.509,82.887,110.09,98.002,82.887,82.887,82.887,82.887,101.419,102.603,99.413,100.876,101.025,82.887,82.887,82.887,82.887,82.887,108.627,103.752,103.117,104.757,82.887,102.499,82.887
2024-05-10 00:00:00,83.142,103.15,105.16,112.023,106.037,106.103,83.142,109.619,97.597,83.142,83.142,83.142,83.142,100.984,102.293,98.837,100.496,100.592,83.142,83.142,83.142,83.142,83.142,107.834,103.36,102.734,104.687,83.142,103.869,83.142
2024-05-13 00:00:00,83.43,103.189,105.251,112.113,106.036,106.07,83.43,109.877,97.425,83.43,83.43,83.43,83.43,101.198,102.394,99.311,100.612,100.753,83.43,83.43,83.43,83.43,83.43,108.128,103.447,102.454,104.496,83.43,103.093,83.43
2024-05-14 00:00:00,83.038,103.451,105.391,112.554,106.407,107.15,83.038,109.894,97.677,83.038,83.038,83.038,83.038,100.932,102.641,99.704,100.961,101.055,83.038,83.038,83.038,83.038,83.038,108.336,103.842,102.364,103.936,83.038,105.496,83.038
2024-05-15 00:00:00,83.18,104.275,106.294,113.437,107.318,107.454,83.18,110.761,98.493,83.18,83.18,83.18,83.18,101.925,103.563,100.475,101.884,101.961,83.18,83.18,83.18,83.18,83.18,109.59,104.653,103.727,105.692,83.18,104.759,83.18
2024-05-16 00:00:00,83.61,103.732,105.992,113.141,107.227,107.148,83.61,110.445,98.298,83.61,83.61,83.61,83.61,101.574,103.354,100.09,101.664,101.695,83.61,83.61,83.61,83.61,83.61,109.252,104.403,103.584,105.912,83.61,103.041,83.61
2024-05-17 00:00:00,83.884,103.177,105.655,112.738,106.807,106.75,83.884,110.098,98.006,83.884,83.884,83.884,83.884,101.945,103.024,99.725,101.353,101.409,83.884,83.884,83.884,83.884,83.884,109.395,104.033,103.047,105.171,83.884,103.884,83.884
2024-05-20 00:00:00,83.648,102.962,105.735,112.497,106.56,106.774,83.648,109.858,97.897,83.648,83.648,83.648,83.648,101.826,102.915,99.511,101.161,101.187,83.648,83.648,83.648,83.648,83.648,108.579,103.809,103.031,104.965,83.648,103.974,83.648
2024-05-21 00:00:00,83.474,103.077,106.043,112.821,106.767,107.159,83.474,110.296,97.765,83.474,83.474,83.474,83.474,101.934,103.159,99.593,101.379,101.356,83.474,83.474,83.474,83.474,83.474,109.283,104.135,103.318,105.494,83.474,104.862,83.474
2024-05-22 00:00:00,83.169,103.075,105.967,112.73,106.423,107.082,83.169,110.846,97.855,83.169,83.169,83.169,83.169,101.691,103.036,99.306,101.227,101.206,83.169,83.169,83.169,83.169,83.169,109.1,104.009,102.839,103.921,83.169,104.019,83.169
2024-05-23 00:00:00,83.161,102.39,105.395,112.276,105.927,106.574,83.161,110.315,97.708,83.161,83.161,83.161,83.161,101.176,102.763,98.563,100.825,100.73,83.161,83.161,83.161,83.161,83.161,108.587,103.526,102.166,104.485,83.161,103.508,83.161
2024-05-24 00:00:00,82.611,102.556,105.542,112.056,105.963,106.727,82.611,110.471,97.568,82.611,82.611,82.611,82.611,101.5,102.654,98.706,100.876,100.886,82.611,82.611,82.611,82.611,82.611,108.621,103.674,102.632,104.633,82.611,104.187,82.611
2024-05-28 00:00:00,83.03,101.801,104.464,111.204,105.17,106.179,83.03,109.512,97.463,83.03,83.03,83.03,83.03,100.759,102.062,97.25,100.229,100.236,83.03,83.03,83.03,83.03,83.03,107.777,102.878,101.463,103.888,83.03,103.548,83.03
2024-05-29 00:00:00,82.336,101.305,103.899,110.657,104.61,105.767,82.336,108.938,96.95,82.336,82.336,82.336,82.336,99.997,101.457,97.013,99.655,99.692,82.336,82.336,82.336,82.336,82.336,107.425,102.004,101.583,103.324,82.336,102.194,82.336
2024-05-30 00:00:00,82.845,101.895,104.531,111.465,105.281,106.404,82.845,109.567,96.916,82.845,82.845,82.845,82.845,100.544,102.006,97.989,100.216,100.353,82.845,82.845,82.845,82.845,82.845,107.964,102.782,101.866,104.042,82.845,103.643,82.845
2024-05-31 00:00:00,83.018,102.473,104.993,111.941,105.793,106.51,83.018,110.04,97.24,83.018,83.018,83.018,83.018,101.223,102.67,98.592,100.755,100.949,83.018,83.018,83.018,83.018,83.018,108.47,103.393,102.427,104.566,83.018,104.37,83.018
2024-06-03 00:00:00,83.068,103.345,106.077,113.016,106.832,107.582,83.068,111.161,98.219,83.068,83.068,83.068,83.068,102.085,103.238,99.538,101.493,101.644,83.068,83.068,83.068,83.068,83.068,109.198,104.393,103.75,105.496,83.068,105.657,83.068
2024-06-04 00:00:00,81.963,103.827,106.711,113.474,107.437,108.173,81.963,111.797,99.125,81.963,81.963,81.963,81.963,102.435,103.857,100.095,102.072,102.158,81.963,81.963,81.963,81.963,81.963,109.8,104.979,104.381,106.093,81.963,104.273,81.963
2024-06-05 00:00:00,82.347,104.27,107.24,114.028,107.985,108.637,82.347,112.366,99.572,82.347,82.347,82.347,82.347,102.188,104.25,100.787,102.481,102.511,82.347,82.347,82.347,82.347,82.347,110.362,105.503,104.302,106.528,82.347,105.956,82.347
2024-06-06 00:00:00,82.123,104.181,107.057,113.813,107.892,108.61,82.123,111.831,99.187,82.123,82.123,82.123,82.123,102.065,104.266,100.706,102.343,102.405,82.123,82.123,82.123,82.123,82.123,110.081,105.304,105.359,105.997,82.123,106.429,82.123
2024-06-07 00:00:00,81.641,102.903,105.734,112.503,106.574,107.279,81.641,110.625,98.684,81.641,81.641,81.641,81.641,101.346,103.082,99.618,101.19,101.315,81.641,81.641,81.641,81.641,81.641,109.136,103.63,103.11,104.708,81.641,103.227,81.641
2024-06-10 00:00:00,81.652,102.563,105.404,112.161,106.24,106.936,81.652,110.276,98.071,81.652,81.652,81.652,81.652,100.778,102.82,99.311,100.807,101.092,81.652,81.652,81.652,81.652,81.652,108.758,103.316,103.369,104.399,81.652,103.962,81.652
2024-06-11 00:00:00,82.359,103.102,105.985,112.939,106.818,107.452,82.359,110.887,98.687,82.359,82.359,82.359,82.359,101.877,103.357,99.744,101.415,101.684,82.359,82.359,82.359,82.359,82.359,109.309,103.88,103.602,104.983,82.359,104.784,82.359
2024-06-12 00:00:00,83.054,104.624,106.76,113.829,107.547,108.162,83.054,111.723,99.353,83.054,83.054,83.054,83.054,102.703,99.103,100.433,101.976,102.294,83.054,83.054,83.054,83.054,83.054,110.372,104.609,103.703,105.57,83.054,105.16,83.054
2024-06-13 00:00:00,82.4,104.737,107.29,114.541,108.341,108.861,82.4,112.481,99.689,82.4,82.4,82.4,82.4,103.077,99.895,101.025,102.667,102.865,82.4,82.4,82.4,82.4,82.4,111.039,105.074,105.213,106.686,82.4,106.319,82.4
2024-06-14 00:00:00,81.89,104.527,107.469,114.551,108.644,109.203,81.89,112.739,100.012,81.89,81.89,81.89,81.89,103.061,100.172,101.134,102.927,102.85,81.89,81.89,81.89,81.89,81.89,111.285,105.334,105.148,106.999,81.89,106.149,81.89
2024-06-17 00:00:00,81.573,103.974,106.889,113.893,107.794,108.039,81.573,112.077,99.384,81.573,81.573,81.573,81.573,102.337,99.595,100.549,102.35,102.312,81.573,81.573,81.573,81.573,81.573,110.335,104.744,104.853,105.956,81.573,104.118,81.573
2024-06-18 00:00:00,82.132,104.534,107.355,114.46,108.204,108.061,82.132,112.708,99.84,82.132,82.132,82.132,82.132,103.156,100.209,100.437,102.865,102.885,82.132,82.132,82.132,82.132,82.132,110.494,105.28,105.376,106.498,82.132,104.962,82.132
2024-06-20 00:00:00,82.439,104.225,106.953,113.917,107.661,107.67,82.439,112.223,99.724,82.439,82.439,82.439,82.439,102.691,99.532,100.126,102.416,102.446,82.439,82.439,82.439,82.439,82.439,110.511,104.592,105.372,106.028,82.439,105.379,82.439
2024-06-21 00:00:00,82.266,104.142,106.924,113.999,107.808,108.195,82.266,112.09,99.763,82.266,82.266,82.266,82.266,102.837,99.665,100.205,102.448,102.43,82.266,82.266,82.266,82.266,82.266,110.186,104.626,105.084,106.078,82.266,105.856,82.266
2024-06-24 00:00:00,82.493,104.372,107.254,114.333,108.067,108.402,82.493,112.269,99.897,82.493,82.493,82.493,82.493,103.052,99.92,100.529,102.459,102.618,82.493,82.493,82.493,82.493,82.493,110.185,104.7,105.027,106.399,82.493,105.385,82.493
2024-06-25 00:00:00,82.109,104.211,106.955,114.13,107.881,108.352,82.109,112.093,100.046,82.109,82.109,82.109,82.109,102.992,100.001,100.53,102.496,102.588,82.109,82.109,82.109,82.109,82.109,110.086,104.483,104.465,106.814,82.109,105.974,82.109
2024-06-26 00:00:00,81.824,103.464,106.205,113.323,107.067,107.55,81.824,111.296,99.354,81.824,81.824,81.824,81.824,102.212,99.181,99.813,101.823,101.788,81.824,81.824,81.824,81.824,81.824,109.069,103.705,103.765,105.448,81.824,104.384,81.824
2024-06-27 00:00:00,81.727,103.691,106.699,113.787,107.487,107.274,81.727,111.752,99.646,81.727,81.727,81.727,81.727,102.604,99.463,100.27,102,102.086,81.727,81.727,81.727,81.727,81.727,109.522,104.134,104.019,105.894,81.727,104.825,81.727
2024-06-28 00:00:00,82.953,102.742,105.709,112.598,106.316,106.257,82.953,111.189,98.943,82.953,82.953,82.953,82.953,102.194,98.659,99.752,101.262,101.331,82.953,82.953,82.953,82.953,82.953,108.734,102.897,103.424,104.899,82.953,103.711,82.953
2024-07-01 00:00:00,82.7,102.125,105.09,112.054,105.695,105.753,82.7,110.754,98.061,82.7,82.7,82.7,82.7,101.079,97.845,99.203,100.379,100.566,82.7,82.7,82.7,82.7,82.7,108.44,102.351,103.246,104.221,82.7,103.829,82.7
2024-07-02 00:00:00,82.733,102.532,105.39,112.155,105.595,106.365,82.733,110.717,98.524,82.733,82.733,82.733,82.733,101.603,98.362,99.253,100.898,101.175,82.733,82.733,82.733,82.733,82.733,108.267,102.725,102.933,104.463,82.733,104.28,82.733
2024-07-03 00:00:00,82.667,103.256,106.338,113.1,106.294,107.085,82.667,111.94,99.455,82.667,82.667,82.667,82.667,102.329,99.066,99.966,101.499,101.768,82.667,82.667,82.667,82.667,82.667,108.975,103.593,103.954,105.115,82.667,105.346,82.667
2024-07-05 00:00:00,83.368,103.983,107.075,113.872,107.012,107.777,83.368,112.579,99.702,83.368,83.368,83.368,83.368,103.005,99.688,100.645,102.131,102.45,83.368,83.368,83.368,83.368,83.368,109.746,104.306,104.634,105.841,83.368,106.078,83.368
